customer_id,gender,age,age_group,occupation,married,customer_segment,credit_sco,balance,monthly_ir,tenure_ye,nums_card,nums_service,active_member,digital_behavior,engagement_score,engagement_category,is_highly_engaged,loyalty_level,customer_value,risk_score,risk_segment,current_churn_risk,exit,churn_status,customer_region
54266,Female,47,46-55,Accounting / Finance,1,Emerging,691,16453908,32000000,1,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.2395,Low,High Risk,0,Active,South East
54267,Male,24,18-25,Small Business Owner,0,Priority,700,154942009,123000000,1,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.18,Low,High Risk,0,Active,South East
54268,Male,38,36-45,Student / Homemaker,1,Mass,640,8376938,9000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.4072,Medium,Already Churned,1,Churned,North West
54269,Female,36,36-45,Student / Homemaker,2,Mass,603,10236186,10000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.4398,Medium,Already Churned,1,Churned,North West
54270,Male,31,26-35,Small Business Owner,0,Priority,680,117158282,118000000,4,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.2034,Low,High Risk,0,Active,South East
54271,Female,30,26-35,Manager / Executive,0,Priority,784,31245037,101000000,0,3,5,1,mobile,72,High,1,Bronze,High Value,0.0943,Low,Medium Risk,0,Active,South East
54272,Male,45,36-45,Manager / Executive,0,Priority,740,171061060,102000000,3,4,8,0,offline,42,High,1,Silver,High Value,0.1413,Low,High Risk,0,Active,South East
54273,Female,62,56-65,Manager / Executive,1,Priority,760,130751676,140000000,0,5,8,1,mobile,88,High,1,Bronze,High Value,0.0395,Low,Medium Risk,0,Active,South East
54274,Male,42,36-45,Manager / Executive,1,Priority,674,171614596,71000000,4,2,7,0,offline,32,Medium,0,Bronze,Medium Value,0.1798,Low,High Risk,0,Active,South East
54275,Male,49,46-55,Engineer / IT Professional,1,Affluent,730,43425801,52000000,0,2,1,1,mobile,56,High,1,Bronze,High Value,0.1403,Low,Medium Risk,0,Active,North West
54276,Male,67,65+,Accounting / Finance,1,Emerging,713,24913534,29000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.269,Low,High Risk,0,Active,South East
54277,Male,41,36-45,Engineer / IT Professional,1,Priority,626,92383930,62000000,2,5,7,0,offline,41,High,1,Silver,High Value,0.2352,Low,High Risk,0,Active,West Midlands
54278,Male,35,26-35,Retired,1,Emerging,724,17208221,18000000,0,1,7,1,mobile,75,High,1,Bronze,Medium Value,0.1405,Low,Medium Risk,0,Active,South East
54279,Female,27,26-35,Office Worker / Civil Servant,2,Emerging,716,24820589,20000000,0,2,6,1,mobile,73,High,1,Bronze,Medium Value,0.1446,Low,Medium Risk,0,Active,South East
54280,Female,52,46-55,Retired,1,Mass,675,5093370,6000000,0,2,1,1,mobile,54,High,1,Bronze,Medium Value,0.2792,Low,Medium Risk,0,Active,London
54281,Female,58,56-65,Retired,0,Mass,703,29355133,12000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3261,Low,High Risk,0,Active,South East
54282,Male,61,56-65,Office Worker / Civil Servant,3,Mass,739,19303383,11000000,0,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3331,Low,High Risk,0,Active,South West
54283,Female,57,56-65,Retired,2,Mass,618,5625078,10000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4195,Medium,Already Churned,1,Churned,South East
54284,Male,39,36-45,Business / Sales,1,Affluent,720,48101029,36000000,0,4,5,1,mobile,78,High,1,Bronze,High Value,0.1171,Low,Medium Risk,0,Active,West Midlands
54285,Male,62,56-65,Office Worker / Civil Servant,2,Mass,677,18318561,11000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3318,Low,High Risk,0,Active,East of England
54286,Male,69,65+,Retired,2,Emerging,672,49930167,22000000,1,3,5,1,mobile,71,High,1,Silver,High Value,0.1727,Low,Low Risk,0,Active,South East
54287,Female,40,36-45,Small Business Owner,1,Priority,708,68927470,125000000,1,5,5,0,offline,34,Medium,0,Bronze,Medium Value,0.1898,Low,High Risk,0,Active,South East
54288,Male,30,26-35,Student / Homemaker,0,Mass,666,2954985,6000000,0,2,6,1,mobile,84,High,1,Bronze,Medium Value,0.2323,Low,Medium Risk,0,Active,South West
54289,Male,36,36-45,Manager / Executive,1,Priority,765,392109942,88000000,1,5,8,1,mobile,89,High,1,Silver,High Value,0.0263,Low,Low Risk,0,Active,West Midlands
54290,Female,53,46-55,Business / Sales,1,Emerging,627,28273260,27000000,2,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.307,Low,High Risk,0,Active,South East
54291,Female,62,56-65,Business / Sales,3,Affluent,702,70985675,38000000,0,4,4,1,mobile,79,High,1,Bronze,High Value,0.1209,Low,Medium Risk,0,Active,West Midlands
54292,Male,60,56-65,Manual Worker,2,Mass,745,11057584,10000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3418,Low,Already Churned,1,Churned,South East
54293,Female,45,36-45,Teacher / Lecturer,2,Mass,738,13088875,14000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3193,Low,Already Churned,1,Churned,South West
54294,Female,47,46-55,Retired,1,Mass,653,35642538,14000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3167,Low,High Risk,0,Active,South East
54295,Female,71,65+,Accounting / Finance,1,Emerging,629,39552855,25000000,0,5,3,1,mobile,71,High,1,Bronze,High Value,0.2375,Low,Medium Risk,0,Active,East Midlands
54296,Male,37,36-45,Retired,1,Emerging,684,21098435,16000000,2,4,1,0,offline,16,Low,0,Bronze,Low Value,0.338,Low,High Risk,0,Active,East of England
54297,Female,43,36-45,Manual Worker,1,Mass,670,10396920,9000000,4,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3746,Low,Already Churned,1,Churned,South East
54298,Male,56,56-65,Accounting / Finance,0,Emerging,695,103228825,23000000,2,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.2689,Low,High Risk,0,Active,East of England
54299,Male,50,46-55,Small Business Owner,1,Priority,701,41228219,80000000,4,3,8,0,offline,39,High,1,Silver,High Value,0.1585,Low,High Risk,0,Active,East of England
54300,Female,26,26-35,Manual Worker,1,Mass,589,6090412,8000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.464,Medium,Already Churned,1,Churned,South East
54301,Male,22,18-25,Manager / Executive,2,Priority,700,19934105,81000000,0,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2172,Low,High Risk,0,Active,South East
54302,Female,34,26-35,Business / Sales,1,Affluent,671,115071401,47000000,2,2,8,0,offline,36,High,1,Silver,High Value,0.1811,Low,High Risk,0,Active,South East
54303,Male,55,46-55,Office Worker / Civil Servant,2,Emerging,617,47774416,30000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3547,Low,High Risk,0,Active,South East
54304,Female,31,26-35,Manager / Executive,1,Priority,739,121580550,101000000,0,5,8,1,mobile,100,High,1,Bronze,High Value,0.0404,Low,Medium Risk,0,Active,South East
54305,Female,51,46-55,Manual Worker,1,Mass,707,17102686,12000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3076,Low,High Risk,0,Active,South East
54306,Male,30,26-35,Retired,1,Emerging,668,49743468,23000000,2,5,6,0,offline,38,High,1,Silver,High Value,0.2672,Low,High Risk,0,Active,South East
54307,Female,35,26-35,Engineer / IT Professional,1,Priority,715,84686852,65000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.1873,Low,High Risk,0,Active,South East
54308,Male,55,46-55,Manager / Executive,2,Priority,748,216055913,138000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2135,Low,High Risk,0,Active,South East
54309,Female,47,46-55,Student / Homemaker,1,Mass,608,14664782,9000000,0,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3949,Low,High Risk,0,Active,South East
54310,Male,37,36-45,Small Business Owner,0,Priority,800,108372496,171000000,1,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.1843,Low,High Risk,0,Active,South East
54311,Male,44,36-45,Teacher / Lecturer,1,Emerging,583,15099479,26000000,0,1,1,1,mobile,62,High,1,Bronze,Medium Value,0.3181,Low,Medium Risk,0,Active,West Midlands
54312,Male,41,36-45,Manual Worker,1,Mass,646,5828039,14000000,0,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3706,Low,High Risk,0,Active,South East
54313,Male,41,36-45,Office Worker / Civil Servant,1,Emerging,734,7860689,20000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.326,Low,High Risk,0,Active,South East
54314,Male,37,36-45,Engineer / IT Professional,1,Affluent,705,51322138,48000000,3,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.2098,Low,High Risk,0,Active,North East
54315,Female,52,46-55,Manager / Executive,0,Priority,676,262311515,127000000,2,2,8,0,offline,36,High,1,Silver,High Value,0.1601,Low,High Risk,0,Active,West Midlands
54316,Female,34,26-35,Small Business Owner,0,Priority,683,142376558,81000000,1,5,6,1,mobile,79,High,1,Silver,High Value,0.0805,Low,Low Risk,0,Active,London
54317,Female,54,46-55,Manual Worker,1,Emerging,665,15313500,21000000,4,2,4,1,mobile,65,High,1,Gold,Medium Value,0.2084,Low,Low Risk,0,Active,South East
54318,Female,72,65+,Engineer / IT Professional,1,Priority,766,164993732,67000000,3,5,5,0,offline,34,Medium,0,Bronze,Medium Value,0.1792,Low,High Risk,0,Active,London
54319,Male,68,65+,Manual Worker,1,Mass,615,13244403,9000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3892,Low,High Risk,0,Active,East of England
54320,Female,35,26-35,Accounting / Finance,0,Mass,690,17779771,13000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3151,Low,Already Churned,1,Churned,South West
54321,Male,90,65+,Retired,1,Emerging,716,44615659,17000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.286,Low,Already Churned,1,Churned,West Midlands
54322,Female,35,26-35,Accounting / Finance,2,Affluent,652,16176681,36000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3083,Low,High Risk,0,Active,East of England
54323,Male,56,56-65,Office Worker / Civil Servant,2,Mass,680,31646561,13000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3307,Low,Already Churned,1,Churned,South East
54324,Female,36,36-45,Teacher / Lecturer,2,Emerging,699,26584432,25000000,2,5,6,1,mobile,92,High,1,Silver,Medium Value,0.1348,Low,Low Risk,0,Active,South East
54325,Male,49,46-55,Small Business Owner,1,Priority,774,335924975,172000000,2,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.1957,Low,High Risk,0,Active,West Midlands
54326,Male,72,65+,Small Business Owner,2,Priority,681,164305843,92000000,4,4,1,0,offline,16,Low,0,Bronze,Low Value,0.2483,Low,High Risk,0,Active,South East
54327,Female,44,36-45,Manual Worker,1,Mass,642,13054765,10000000,1,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.3853,Low,High Risk,0,Active,South East
54328,Male,59,56-65,Manager / Executive,0,Priority,761,198033709,108000000,2,4,6,0,offline,34,Medium,0,Bronze,Medium Value,0.1645,Low,High Risk,0,Active,South East
54329,Male,48,46-55,Manual Worker,2,Emerging,530,30578460,17000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4856,Medium,Already Churned,1,Churned,South East
54330,Female,34,26-35,Manual Worker,1,Mass,658,6914238,12000000,1,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.323,Low,High Risk,0,Active,South East
54331,Female,49,46-55,Business / Sales,1,Emerging,620,69212776,17000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3482,Low,High Risk,0,Active,South East
54332,Male,44,36-45,Business / Sales,0,Affluent,604,53357426,43000000,0,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3404,Low,High Risk,0,Active,South East
54333,Female,44,36-45,Retired,1,Mass,664,4718128,8000000,1,2,4,1,mobile,76,High,1,Silver,Medium Value,0.2496,Low,Low Risk,0,Active,North West
54334,Female,54,46-55,Small Business Owner,1,Priority,736,483152470,100000000,3,1,8,0,offline,33,Medium,0,Bronze,Medium Value,0.1288,Low,High Risk,0,Active,South East
54335,Male,66,65+,Small Business Owner,1,Priority,690,381181455,122000000,1,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.1791,Low,High Risk,0,Active,South East
54336,Male,71,65+,Engineer / IT Professional,2,Affluent,800,69822072,48000000,0,1,3,1,mobile,69,High,1,Bronze,High Value,0.1136,Low,Medium Risk,0,Active,West Midlands
54337,Female,76,65+,Engineer / IT Professional,1,Priority,800,175325437,66000000,2,4,8,1,mobile,97,High,1,Silver,High Value,0.036,Low,Low Risk,0,Active,South East
54338,Female,35,26-35,Retired,1,Emerging,695,10655916,15000000,1,3,5,1,mobile,69,High,1,Silver,Medium Value,0.1823,Low,Already Churned,1,Churned,North East
54339,Female,41,36-45,Retired,1,Emerging,652,24653194,15000000,1,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3702,Low,Already Churned,1,Churned,Other UK Region
54340,Male,36,36-45,Small Business Owner,0,Priority,749,312472920,111000000,2,5,7,0,offline,41,High,1,Silver,High Value,0.1465,Low,High Risk,0,Active,East of England
54341,Male,62,56-65,Student / Homemaker,1,Mass,624,7381134,9000000,0,2,4,1,mobile,64,High,1,Bronze,Medium Value,0.2822,Low,Medium Risk,0,Active,North West
54342,Male,59,56-65,Office Worker / Civil Servant,3,Emerging,658,6810819,16000000,1,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3777,Low,Already Churned,1,Churned,South East
54343,Male,33,26-35,Manual Worker,1,Mass,645,7916829,14000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3679,Low,High Risk,0,Active,South East
54344,Male,38,36-45,Student / Homemaker,0,Mass,650,19782432,10000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3473,Low,High Risk,0,Active,South East
54345,Female,77,65+,Retired,1,Mass,664,12922349,8000000,0,4,4,1,mobile,71,High,1,Bronze,Medium Value,0.2375,Low,Medium Risk,0,Active,West Midlands
54346,Female,38,36-45,Teacher / Lecturer,1,Emerging,697,20755560,29000000,0,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2742,Low,High Risk,0,Active,East Midlands
54347,Male,27,26-35,Engineer / IT Professional,1,Affluent,671,27495140,55000000,0,4,2,1,mobile,66,High,1,Bronze,Medium Value,0.1624,Low,Medium Risk,0,Active,South East
54348,Female,49,46-55,Business / Sales,1,Affluent,657,38903684,42000000,0,2,7,1,mobile,86,High,1,Bronze,High Value,0.1257,Low,Medium Risk,0,Active,South East
54349,Male,44,36-45,Accounting / Finance,0,Affluent,631,267477624,28000000,4,5,8,0,offline,45,High,1,Silver,High Value,0.2489,Low,High Risk,0,Active,South West
54350,Female,54,46-55,Retired,1,Emerging,596,11853653,21000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4105,Medium,High Risk,0,Active,West Midlands
54351,Female,60,56-65,Student / Homemaker,1,Mass,601,7780034,4000000,2,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.4321,Medium,Already Churned,1,Churned,West Midlands
54352,Male,73,65+,Office Worker / Civil Servant,1,Mass,751,41481478,14000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3179,Low,Already Churned,1,Churned,South East
54353,Male,61,56-65,Retired,2,Mass,575,11791307,10000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.4411,Medium,Already Churned,1,Churned,East of England
54354,Female,28,26-35,Accounting / Finance,0,Emerging,684,9952989,23000000,2,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3206,Low,Already Churned,1,Churned,South East
54355,Male,43,36-45,Business / Sales,0,Mass,702,12636840,11000000,3,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.3132,Low,Already Churned,1,Churned,South East
54356,Female,52,46-55,Retired,1,Emerging,739,8339841,15000000,1,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3352,Low,High Risk,0,Active,East of England
54357,Female,76,65+,Small Business Owner,1,Priority,634,86139103,65000000,0,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.2531,Low,High Risk,0,Active,South East
54358,Male,59,56-65,Student / Homemaker,3,Mass,608,3091586,5000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.4342,Medium,High Risk,0,Active,South East
54359,Male,54,46-55,Office Worker / Civil Servant,1,Emerging,661,20416894,18000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3574,Low,Already Churned,1,Churned,East Midlands
54360,Male,56,56-65,Retired,1,Emerging,703,16045013,24000000,0,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2594,Low,High Risk,0,Active,South East
54361,Male,90,65+,Teacher / Lecturer,3,Emerging,627,85121371,19000000,4,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3722,Low,High Risk,0,Active,West Midlands
54362,Female,33,26-35,Small Business Owner,1,Priority,800,70696168,114000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2145,Low,High Risk,0,Active,South East
54363,Female,67,65+,Manual Worker,1,Mass,605,12626212,12000000,4,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.3937,Low,High Risk,0,Active,South East
54364,Female,54,46-55,Manual Worker,1,Emerging,718,17083392,18000000,1,2,3,1,mobile,70,High,1,Silver,Medium Value,0.1906,Low,Low Risk,0,Active,South West
54365,Male,63,56-65,Office Worker / Civil Servant,1,Emerging,669,74350435,23000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3239,Low,Already Churned,1,Churned,South East
54366,Female,85,65+,Retired,1,Mass,651,48178113,13000000,2,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.3296,Low,High Risk,0,Active,South East
54367,Male,63,56-65,Manager / Executive,1,Priority,791,262931042,84000000,2,1,7,1,mobile,79,High,1,Silver,High Value,0.0436,Low,Low Risk,0,Active,South East
54368,Female,46,46-55,Manager / Executive,1,Priority,778,39759553,84000000,0,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2214,Low,High Risk,0,Active,Other UK Region
54369,Female,72,65+,Student / Homemaker,2,Mass,636,36289221,10000000,4,1,4,0,offline,18,Low,0,Bronze,Low Value,0.354,Low,High Risk,0,Active,South East
54370,Female,32,26-35,Retired,1,Emerging,711,14324774,17000000,0,1,1,1,mobile,55,High,1,Bronze,Medium Value,0.2197,Low,Medium Risk,0,Active,South East
54371,Male,44,36-45,Accounting / Finance,1,Emerging,719,41248257,30000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.261,Low,High Risk,0,Active,East of England
54372,Female,58,56-65,Small Business Owner,1,Priority,652,102321355,69000000,3,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.233,Low,High Risk,0,Active,East of England
54373,Male,84,65+,Office Worker / Civil Servant,1,Emerging,688,26203955,19000000,0,2,5,1,mobile,76,High,1,Bronze,Medium Value,0.1704,Low,Already Churned,1,Churned,East of England
54374,Male,51,46-55,Manual Worker,1,Emerging,591,13537811,16000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.4239,Medium,High Risk,0,Active,North West
54375,Female,59,56-65,Manager / Executive,1,Priority,800,75786044,128000000,2,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.2011,Low,High Risk,0,Active,South East
54376,Male,84,65+,Business / Sales,1,Mass,668,15867128,11000000,1,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3425,Low,High Risk,0,Active,South East
54377,Female,61,56-65,Student / Homemaker,1,Mass,660,16214211,10000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3772,Low,High Risk,0,Active,South East
54378,Female,30,26-35,Business / Sales,1,Affluent,643,291113188,21000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2874,Low,High Risk,0,Active,Other UK Region
54379,Male,27,26-35,Retired,0,Mass,638,5728269,14000000,3,2,7,0,offline,32,Medium,0,Bronze,Medium Value,0.3288,Low,High Risk,0,Active,South East
54380,Female,48,46-55,Business / Sales,1,Mass,685,3250889,11000000,1,2,2,1,mobile,66,High,1,Silver,Medium Value,0.2521,Low,Low Risk,0,Active,South East
54381,Male,39,36-45,Retired,1,Mass,626,8048129,8000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.4112,Medium,Already Churned,1,Churned,South East
54382,Female,38,36-45,Teacher / Lecturer,0,Emerging,655,35210892,25000000,4,1,4,0,offline,18,Low,0,Bronze,Low Value,0.3054,Low,High Risk,0,Active,South East
54383,Female,56,56-65,Retired,1,Emerging,685,5908388,18000000,1,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3359,Low,High Risk,0,Active,South East
54384,Female,34,26-35,Teacher / Lecturer,1,Emerging,711,22139944,23000000,0,3,3,1,mobile,75,High,1,Bronze,Medium Value,0.1775,Low,Medium Risk,0,Active,South West
54385,Male,28,26-35,Student / Homemaker,0,Mass,640,48988857,10000000,2,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.3464,Low,High Risk,0,Active,East of England
54386,Female,28,26-35,Business / Sales,1,Emerging,636,22573402,24000000,2,2,3,1,mobile,72,High,1,Silver,Medium Value,0.2392,Low,Low Risk,0,Active,North East
54387,Male,43,36-45,Student / Homemaker,1,Mass,666,5053794,5000000,0,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3953,Low,Already Churned,1,Churned,South East
54388,Female,32,26-35,Accounting / Finance,1,Emerging,766,63206471,27000000,4,3,2,1,mobile,62,High,1,Gold,High Value,0.1693,Low,Low Risk,0,Active,South East
54389,Male,45,36-45,Student / Homemaker,1,Mass,656,11503382,7000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3914,Low,Already Churned,1,Churned,East of England
54390,Male,68,65+,Engineer / IT Professional,0,Priority,687,79536643,61000000,3,5,8,0,offline,45,High,1,Silver,High Value,0.1635,Low,High Risk,0,Active,East Midlands
54391,Female,64,56-65,Manager / Executive,1,Priority,691,212858835,104000000,2,5,7,0,offline,41,High,1,Silver,High Value,0.1602,Low,High Risk,0,Active,West Midlands
54392,Male,46,46-55,Business / Sales,2,Mass,669,5520252,8000000,1,5,4,1,mobile,76,High,1,Silver,Medium Value,0.2427,Low,Low Risk,0,Active,Other UK Region
54393,Female,62,56-65,Accounting / Finance,1,Emerging,663,15457082,18000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3338,Low,High Risk,0,Active,South West
54394,Female,64,56-65,Manual Worker,1,Mass,647,27062779,11000000,0,5,5,1,mobile,83,High,1,Bronze,Medium Value,0.227,Low,Medium Risk,0,Active,East of England
54395,Female,49,46-55,Engineer / IT Professional,0,Affluent,708,33975135,36000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2638,Low,High Risk,0,Active,Other UK Region
54396,Female,45,36-45,Student / Homemaker,1,Mass,606,10527187,6000000,2,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.3944,Low,High Risk,0,Active,South East
54397,Male,45,36-45,Office Worker / Civil Servant,2,Emerging,696,60778727,27000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2913,Low,High Risk,0,Active,London
54398,Male,66,65+,Office Worker / Civil Servant,1,Emerging,731,93064264,20000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.2961,Low,High Risk,0,Active,South West
54399,Male,52,46-55,Office Worker / Civil Servant,3,Emerging,588,19650831,22000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4104,Medium,Already Churned,1,Churned,South East
54400,Male,42,36-45,Accounting / Finance,3,Emerging,698,11470302,21000000,1,2,3,1,mobile,63,High,1,Silver,Medium Value,0.1914,Low,Low Risk,0,Active,East Midlands
54401,Female,40,36-45,Student / Homemaker,1,Mass,648,4277062,12000000,0,2,7,1,mobile,87,High,1,Bronze,Medium Value,0.2213,Low,Medium Risk,0,Active,South East
54402,Male,60,56-65,Student / Homemaker,1,Mass,719,26042322,5000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.329,Low,High Risk,0,Active,North East
54403,Male,78,65+,Manual Worker,1,Mass,614,26204234,11000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.4154,Medium,High Risk,0,Active,North East
54404,Male,43,36-45,Student / Homemaker,1,Mass,685,29369392,14000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3121,Low,High Risk,0,Active,South East
54405,Male,27,26-35,Retired,1,Mass,715,5648064,10000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3374,Low,Already Churned,1,Churned,East of England
54406,Male,32,26-35,Accounting / Finance,1,Affluent,707,13621075,38000000,0,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2833,Low,High Risk,0,Active,South East
54407,Female,28,26-35,Engineer / IT Professional,1,Affluent,716,8218845,36000000,0,5,3,1,mobile,69,High,1,Bronze,Medium Value,0.1634,Low,Medium Risk,0,Active,South West
54408,Female,40,36-45,Office Worker / Civil Servant,1,Emerging,649,6714695,28000000,0,2,4,1,mobile,75,High,1,Bronze,Medium Value,0.2204,Low,Medium Risk,0,Active,London
54409,Male,42,36-45,Manager / Executive,1,Priority,690,79426434,89000000,2,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.1981,Low,High Risk,0,Active,East of England
54410,Female,50,46-55,Manual Worker,1,Emerging,689,6361084,18000000,1,3,7,0,offline,35,Medium,0,Silver,Medium Value,0.2685,Low,Already Churned,1,Churned,South East
54411,Female,37,36-45,Student / Homemaker,1,Mass,693,4605361,4000000,2,2,2,1,mobile,68,High,1,Silver,Medium Value,0.2539,Low,Already Churned,1,Churned,South East
54412,Male,58,56-65,Small Business Owner,1,Priority,697,105932382,67000000,0,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.2001,Low,High Risk,0,Active,South East
54413,Female,41,36-45,Office Worker / Civil Servant,1,Emerging,716,13093144,26000000,0,3,3,1,mobile,65,High,1,Bronze,Medium Value,0.1778,Low,Medium Risk,0,Active,South East
54414,Male,58,56-65,Manager / Executive,0,Priority,800,263971560,126000000,2,4,6,0,offline,34,Medium,0,Bronze,Medium Value,0.1611,Low,High Risk,0,Active,South East
54415,Male,60,56-65,Engineer / IT Professional,1,Affluent,731,55681513,55000000,0,5,6,1,mobile,89,High,1,Bronze,High Value,0.0748,Low,Medium Risk,0,Active,South East
54416,Female,53,46-55,Student / Homemaker,1,Mass,706,15178299,10000000,2,1,2,1,mobile,66,High,1,Silver,Medium Value,0.2205,Low,Low Risk,0,Active,North East
54417,Male,64,56-65,Small Business Owner,1,Priority,695,102555480,110000000,0,3,7,1,mobile,84,High,1,Bronze,High Value,0.06,Low,Medium Risk,0,Active,South West
54418,Female,55,46-55,Teacher / Lecturer,1,Affluent,652,42499284,35000000,1,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3236,Low,High Risk,0,Active,London
54419,Female,42,36-45,Retired,0,Mass,735,14306804,10000000,1,1,2,1,mobile,57,High,1,Silver,Medium Value,0.2212,Low,Low Risk,0,Active,South East
54420,Male,48,46-55,Engineer / IT Professional,1,Priority,717,167773320,65000000,3,5,8,0,offline,45,High,1,Silver,High Value,0.1415,Low,High Risk,0,Active,South East
54421,Female,38,36-45,Retired,1,Emerging,591,13221215,16000000,1,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.4242,Medium,Already Churned,1,Churned,South East
54422,Male,32,26-35,Business / Sales,1,Emerging,653,39182097,18000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3451,Low,High Risk,0,Active,Other UK Region
54423,Female,49,46-55,Retired,1,Emerging,660,19533962,18000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.309,Low,High Risk,0,Active,South East
54424,Male,56,56-65,Retired,1,Mass,654,23315662,8000000,2,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3703,Low,High Risk,0,Active,South West
